Id,SalePrice_pred
1461,116243.35049485228
1462,153013.2917476158
1463,174196.81446071205
1464,188869.37855936043
1465,196270.62914457053
1466,168572.08843451334
1467,178702.55195944264
1468,159799.7390885781
1469,212414.68950843764
1470,112543.04093201765
1471,181299.14014571963
1472,98127.16385521066
1473,89046.5976136112
1474,144239.51498808392
1475,107348.07899371671
1476,346784.60381998913
1477,249876.7427831148
1478,335834.4528196067
1479,322067.9497997994
1480,444390.4230385335
1481,309249.41757681046
1482,221939.76156227163
1483,170846.3968068889
1484,168295.27155256894
1485,203615.79165257874
1486,199564.1611082369
1487,323468.9459612805
1488,228710.8959821434
1489,191429.09504741896
1490,243697.60471299948
1491,194810.5549704825
1492,94419.7266031116
1493,215593.56870329563
1494,290077.49030613666
1495,279977.09160754195
1496,235713.63505630227
1497,169022.03002181405
1498,158990.9257417546
1499,160870.46003741576
1500,151174.1386018519
1501,193532.26116694527
1502,151380.17809639417
1503,275179.97116922674
1504,239420.95780221553
1505,221224.79637845617
1506,198831.09967830998
1507,244343.6788706223
1508,185030.78242561358
1509,162827.96993644754
1510,142568.42871272535
1511,148218.25909748397
1512,173539.56600019123
1513,156932.96629875357
1514,144882.5313892857
1515,191260.03576258672
1516,163097.72379522212
1517,173036.53686757415
1518,120507.6781405338
1519,215782.98330761687
1520,121231.82807808471
1521,121289.51214415967
1522,193226.4182531956
1523,93496.7340328571
1524,117060.0995107225
1525,107606.5590523718
1526,97851.30012681153
1527,89706.05092609565
1528,144049.83506553917
1529,147674.75547858374
1530,216833.6987017367
1531,138768.89674419753
1532,109253.1089842328
1533,151296.31742212962
1534,125295.30029434168
1535,149015.30642331776
1536,100379.22885832784
1537,34533.53952098948
1538,155489.26058691996
1539,204226.8548533924
1540,121510.2225489423
1541,133576.79531002935
1542,141263.7311277669
1543,184029.22739371078
1544,91457.79926274234
1545,123880.89996497342
1546,136514.2779370128
1547,139843.27643963567
1548,139824.92235527153
1549,118789.28332855063
1550,136060.4154096665
1551,112070.93972177312
1552,140850.27482775837
1553,153712.0138974115
1554,113446.90017981332
1555,155469.94374441632
1556,84465.62158819451
1557,90874.3992050577
1558,95845.30539274751
1559,86190.06426517348
1560,127818.41788628817
1561,103555.91205548795
1562,130159.48373761673
1563,124775.20611659615
1564,148457.19761417565
1565,147301.3202872216
1566,243111.34863399668
1567,74363.87994564671
1568,226507.12252073185
1569,111407.93038291456
1570,151013.0296266673
1571,107481.75546016528
1572,140350.38999466953
1573,239292.1922468117
1574,120325.35986786385
1575,232249.41221857627
1576,228908.25256829092
1577,185339.64284471914
1578,145868.49929739517
1579,131892.31273869408
1580,193271.13167803647
1581,159969.69605296437
1582,135696.4904258001
1583,274889.00821378425
1584,222471.273653963
1585,140617.42837352058
1586,45635.95397097178
1587,110251.41854512962
1588,161819.39934051278
1589,103084.48478575816
1590,130353.26843931901
1591,93743.80029894272
1592,120543.12385929399
1593,136827.7912097367
1594,136169.2389959372
1595,117450.37299452134
1596,216939.32437719282
1597,188217.93805839712
1598,223980.51158558571
1599,195905.34967170368
1600,173487.0064434858
1601,35790.97451770508
1602,123262.04934969934
1603,75784.31465547245
1604,289790.1391229542
1605,239116.6944347279
1606,154020.62648298548
1607,158919.36799871083
1608,216331.29945146042
1609,179933.66638490476
1610,156636.84847143354
1611,138930.97128067902
1612,191546.2579209378
1613,161605.2066072251
1614,144567.72478852334
1615,94475.52752611242
1616,66683.71750243341
1617,79941.09260098949
1618,116446.18042096814
1619,150016.29923686167
1620,158798.0416139832
1621,132465.1978539103
1622,143259.59877235082
1623,257760.50635991595
1624,207580.55474101126
1625,107702.36537734148
1626,175432.79981493013
1627,180575.6564495405
1628,288251.2761905536
1629,190879.7457214571
1630,320622.3107572214
1631,232409.1855920511
1632,234501.72531294124
1633,193514.33443938594
1634,186528.58224646482
1635,179422.92063603707
1636,145884.15134827464
1637,182488.20229074114
1638,197579.36123435557
1639,185138.36078710743
1640,249954.9637082864
1641,181553.16621478193
1642,255433.77450858656
1643,220617.67639023566
1644,231564.15023535013
1645,207837.94458494443
1646,160218.4091131694
1647,157914.84962256107
1648,123615.88636571754
1649,125996.6745442181
1650,112669.0064347509
1651,120303.11646328424
1652,101912.61619612227
1653,102754.84065292183
1654,146716.26302265975
1655,128438.92038700529
1656,133153.93140246262
1657,142583.65977346315
1658,142601.2238911955
1659,115875.66909212225
1660,144143.5197437631
1661,413641.5211561123
1662,370586.64390013006
1663,365049.85690018005
1664,445722.52490775497
1665,318979.0116642675
1666,331196.6426004674
1667,366302.6704632999
1668,345973.72925804264
1669,321719.5112195695
1670,348801.9208758108
1671,257929.17799501377
1672,397132.6660298462
1673,291627.11558517424
1674,251412.5815077012
1675,198241.06732778327
1676,198047.94201008536
1677,215132.72314101967
1678,435402.6815012151
1679,380214.65337056614
1680,321518.6565476793
1681,277404.2889497361
1682,326937.1604621924
1683,194905.10197542867
1684,180335.83379452533
1685,174842.91932517855
1686,173168.40548869938
1687,184787.641032187
1688,191624.02845785496
1689,197417.53543490294
1690,198891.92643907564
1691,190609.00771467452
1692,279564.96627039905
1693,196023.81977406162
1694,182689.4482520354
1695,178295.30311114437
1696,258277.30084053782
1697,186700.59710720406
1698,331267.08937751997
1699,312205.0054348837
1700,260272.41861173382
1701,277133.8759328851
1702,241887.9613216148
1703,236655.7246083916
1704,262038.17190878402
1705,266901.8532159179
1706,389025.8745127023
1707,228553.51443999607
1708,204684.09698848834
1709,251057.15817766523
1710,224300.66793757194
1711,283420.80973960407
1712,249398.56173342295
1713,267103.0894421181
1714,220608.8425665847
1715,208835.80276667804
1716,182541.87717225976
1717,191451.1134084352
1718,145292.5553889206
1719,230604.73465514847
1720,234891.7362038102
1721,176536.12729960002
1722,136367.1669898854
1723,166679.40994573594
1724,202501.20550011817
1725,229197.74321436966
1726,193980.556020238
1727,142992.88845583057
1728,189194.48254610627
1729,157538.78497031156
1730,166394.22027673165
1731,132464.1305386235
1732,134509.10096879865
1733,105745.23701387731
1734,113418.07824696205
1735,133205.02753926514
1736,102267.00628475091
1737,289733.5196804766
1738,245156.70689204248
1739,264905.1721191462
1740,200756.2781357817
1741,184021.02779284978
1742,173601.29342542647
1743,183946.97890324533
1744,303952.3232054806
1745,221938.29351767479
1746,227428.5266690555
1747,224059.86398917722
1748,234435.28791854702
1749,143650.51221114222
1750,138464.35716641176
1751,257002.18447921932
1752,104484.45016408002
1753,153762.28869968333
1754,197473.6257316257
1755,163440.9677486347
1756,123909.18144310251
1757,118853.18973762338
1758,146835.23031608082
1759,161728.48415752637
1760,163743.73843103438
1761,148736.61565925117
1762,182502.04335147463
1763,207909.0251215534
1764,111999.29141978145
1765,173104.12418171516
1766,182549.2740034406
1767,210058.1975155004
1768,132813.309191245
1769,163517.95344933387
1770,151738.87169474905
1771,121919.5426011048
1772,131426.7879062597
1773,112640.42739652903
1774,154691.88603548257
1775,138553.22966648237
1776,137630.0850001295
1777,105878.72900273334
1778,143720.3566698105
1779,124693.61588756282
1780,180697.1359551934
1781,127741.83563742426
1782,68045.03657572002
1783,137701.29499808038
1784,89945.61501046507
1785,141052.0677095359
1786,156756.72833092546
1787,178137.0823342095
1788,45458.32480897494
1789,107541.46818558371
1790,47457.84199442557
1791,208980.47231815947
1792,162017.25302880272
1793,127336.46967245857
1794,174865.45390375282
1795,132836.74369225858
1796,138237.21282867703
1797,137958.17903404424
1798,127995.74402374524
1799,101807.4963990748
1800,137264.8733015554
1801,112988.47370443278
1802,151263.17094729963
1803,159901.20784656613
1804,121991.29603885538
1805,141735.1311708865
1806,133375.70840465554
1807,150936.3378348062
1808,125665.205627736
1809,115658.70886372228
1810,147066.874135341
1811,87015.80983988664
